,Suburb,Address,Rooms,Type,Price,Date,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Regionname,Propertycount,train_station_id,train_station_name,distance_to_train_station,closest_school,distance_to_closest_school,Year,Month
9189,Albert Park,3/78 Kerferd Rd,2,u,685000,2017/6/24,3,1,0,324,58,1930,-37.84469,144.95578,Southern Metropolitan,3280,20043,Southern Cross Railway Station (Melbourne City),2.95,Middle Park Primary School,0.38,2017,6
9190,Albanvale,28 Oakwood Rd,3,h,526500,2017/6/24,14,1,2,529,,,-37.7438,144.77059,Western Metropolitan,1899,20001,Keilor Plains Railway Station (St Albans),2.6,Albanvale Primary School,0.34,2017,6
9191,Airport West,4 Myrtle Gr,3,h,905000,2017/6/24,10.4,1,2,573,,1965,-37.72908,144.88327,Western Metropolitan,3464,20033,Oak Park Railway Station (Oak Park),3.59,Niddrie Primary School,0.47,2017,6
9192,Lalor,1 Howell St,3,h,560000,2017/6/24,16.3,1,1,364,165,1985,-37.67122,145.01487,Northern Metropolitan,8279,20006,Lalor Railway Station (Lalor),0.63,St Luke's School,0.37,2017,6
9193,Airport West,2/19 Hart St,3,u,737500,2017/6/24,10.4,2,2,143,,2012,-37.72967,144.88835,Western Metropolitan,3464,20033,Oak Park Railway Station (Oak Park),3.2,Niddrie Primary School,0.88,2017,6
9194,West Melbourne,148 Adderley St,3,h,1370000,2017/6/24,3.1,1,0,121,,,-37.80973,144.9472,Northern Metropolitan,2230,19973,North Melbourne Railway Station (West Melbourne),0.48,Simonds Catholic College,0.65,2017,6
9195,Templestowe Lower,20 Fyfe Dr,3,h,1181000,2017/6/24,12.4,1,2,656,,,-37.77158,145.11816,Eastern Metropolitan,5420,19935,Heidelberg Railway Station (Heidelberg),5.31,Templestowe Heights Primary School,0.5,2017,6
9196,West Footscray,243 Essex St,2,h,749000,2017/6/24,6.4,1,1,369,,,-37.79221,144.86408,Western Metropolitan,5058,20022,Tottenham Railway Station (West Footscray),0.79,Christ the King Primary School,0.54,2017,6
9197,Thomastown,15 Charlton Pl,3,h,632500,2017/6/24,15.3,1,2,536,,,-37.67669,144.99197,Northern Metropolitan,7955,20007,Thomastown Railway Station (Thomastown),2.01,St Clare's School,0.52,2017,6
9198,Thomastown,18 Darebin Dr,3,h,651000,2017/6/24,15.3,1,2,555,135,1970,-37.68211,145.03204,Northern Metropolitan,7955,20007,Thomastown Railway Station (Thomastown),1.58,Thomastown East Primary School,0.66,2017,6
9199,Thomastown,52 The Boulevard,3,h,831000,2017/6/24,15.3,1,2,651,,1950,-37.67856,145.01728,Northern Metropolitan,7955,20007,Thomastown Railway Station (Thomastown),0.33,Thomastown Primary School,0.66,2017,6
9200,Thornbury,19 Alston St,3,h,1250000,2017/6/24,7,1,2,695,133,1960,-37.75506,145.01841,Northern Metropolitan,8870,20014,Thornbury Railway Station (Thornbury),1.75,Penders Grove Primary School,0.37,2017,6
9201,Thornbury,243 Darebin Rd,2,h,1460000,2017/6/24,7,1,2,508,,,-37.76499,145.01723,Northern Metropolitan,8870,19930,Fairfield Railway Station (Fairfield),1.58,Holy Spirit School,0.47,2017,6
9202,Thornbury,29 Speight St,2,h,1000000,2017/6/24,7,1,2,443,,,-37.76219,145.00968,Northern Metropolitan,8870,20015,Croxton Railway Station (Northcote),1.13,Wales Street Primary School,0.11,2017,6
9203,Thornbury,3 Tharratt St,3,h,1420000,2017/6/24,7,1,2,438,,,-37.75375,145.00846,Northern Metropolitan,8870,20014,Thornbury Railway Station (Thornbury),0.88,Penders Grove Primary School,0.52,2017,6
9204,Toorak,6/1 Ruabon Rd,3,u,640000,2017/6/24,4.1,1,1,0,,1970,-37.84744,145.00783,Southern Metropolitan,7217,19947,Hawksburn Railway Station (South Yarra),0.59,Toorak Primary School,0.32,2017,6
9205,Travancore,1/15 Flemington St,2,t,856000,2017/6/24,4.3,1,2,326,,1996,-37.78281,144.93567,Western Metropolitan,1052,19971,Flemington Bridge Railway Station (North Melbourne),0.67,Mount Alexander 7-12 College,0.23,2017,6
9206,Vermont South,6 Nolan Cl,4,h,1650000,2017/6/24,17.2,2,2,1250,,,-37.84825,145.18764,Eastern Metropolitan,4280,19899,Nunawading Railway Station (Nunawading),3.28,Vermont South Special School,0.7,2017,6
9207,Vermont South,3 Reynella Cl,4,h,1400000,2017/6/24,17.2,3,2,882,,,-37.85484,145.1989,Eastern Metropolitan,4280,19900,Mitcham Railway Station (Mitcham),4.13,Vermont Secondary College,1.2,2017,6
9208,Vermont South,3 Terrara Ct,4,h,1290000,2017/6/24,17.2,2,2,407,300,2003,-37.85028,145.18787,Eastern Metropolitan,4280,19899,Nunawading Railway Station (Nunawading),3.5,Vermont South Special School,0.65,2017,6
9209,Viewbank,178 Graham Rd,3,h,825000,2017/6/24,8.9,1,0,658,,,-37.73346,145.08359,Eastern Metropolitan,2698,19983,Macleod Railway Station (Macleod),1.52,Viewbank Primary School,0.58,2017,6
9210,Wantirna,6 Deauville Ct,4,h,1000000,2017/6/24,14.7,2,1,722,,1980,-37.85848,145.23982,Eastern Metropolitan,5424,19870,Bayswater Railway Station (Bayswater),3.11,Regency Park Primary School,0.51,2017,6
9211,Watsonia North,57 Sellars St,4,h,800000,2017/6/24,14.5,2,3,777,,,-37.69837,145.08992,Northern Metropolitan,1442,19984,Watsonia Railway Station (Watsonia),1.5,St Mary's School,0.55,2017,6
9212,Reservoir,1/31 Kenilworth St,1,u,270000,2017/6/24,12,1,1,0,60,1980,-37.71408,145.00441,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),0.39,Reservoir Primary School,0.36,2017,6
9213,Thomastown,2/4 Currajong St,3,u,460000,2017/6/24,15.3,1,1,340,,1980,-37.67803,145.01769,Northern Metropolitan,7955,20007,Thomastown Railway Station (Thomastown),0.4,St Luke's School,0.64,2017,6
9214,Mordialloc,1/73 Chute St,4,h,920000,2017/6/24,21.5,2,2,413,170,1975,-37.99906,145.09386,South-Eastern Metropolitan,3650,19863,Mordialloc Railway Station (Mordialloc),1,Mordialloc Beach Primary School,0.85,2017,6
9215,Mordialloc,9 David St,2,h,1110000,2017/6/24,21.5,1,1,709,,,-38.00051,145.09315,South-Eastern Metropolitan,3650,19863,Mordialloc Railway Station (Mordialloc),0.83,Mordialloc Beach Primary School,0.68,2017,6
9216,Mount Waverley,3/20 Briggs St,4,t,970000,2017/6/24,14.2,2,2,196,,,-37.89456,145.11388,Eastern Metropolitan,13366,19916,Huntingdale Railway Station (Oakleigh),2.09,Mount Waverley Heights Primary School,0.64,2017,6
9217,Mount Waverley,2/40 Carrol Gr,3,u,870000,2017/6/24,14.2,2,2,264,,,-37.89251,145.11121,Eastern Metropolitan,13366,19840,Jordanville Railway Station (Mount Waverley),2.11,Mount Waverley Heights Primary School,0.39,2017,6
9218,Mount Waverley,30 Howell Dr,3,h,1250000,2017/6/24,14.2,1,1,722,,,-37.88849,145.12795,Eastern Metropolitan,13366,19875,Mount Waverley Railway Station (Mount Waverley),1.47,Mount Waverley Primary School,0.87,2017,6
9219,Mulgrave,73 Lea Rd,3,h,865000,2017/6/24,18.8,1,2,739,126,1965,-37.92769,145.16792,South-Eastern Metropolitan,7113,19913,Springvale Railway Station (Springvale),2.74,Albany Rise Primary School,0.44,2017,6
9220,Murrumbeena,3 Atkinson St,3,h,1410000,2017/6/24,10.1,1,1,579,,,-37.90353,145.07006,Southern Metropolitan,4442,19918,Hughesdale Railway Station (Hughesdale),1.17,St Patrick's School,0.46,2017,6
9221,Murrumbeena,2/41 Kangaroo Rd,3,u,1220500,2017/6/24,10.1,2,2,462,,,-37.89767,145.07332,Southern Metropolitan,4442,19918,Hughesdale Railway Station (Hughesdale),0.49,St Patrick's School,0.84,2017,6
9222,Murrumbeena,17/190 Murrumbeena Rd,1,u,357000,2017/6/24,10.1,1,1,1382,,,-37.89792,145.06516,Southern Metropolitan,4442,19919,Murrumbeena Railway Station (Murrumbeena),0.88,St Patrick's School,0.43,2017,6
9223,Murrumbeena,22 Wahroongaa Rd,4,h,1920000,2017/6/24,10.1,1,2,718,181,1920,-37.8888,145.07271,Southern Metropolitan,4442,19919,Murrumbeena Railway Station (Murrumbeena),0.49,Murrumbeena Primary School,0.36,2017,6
9224,Newport,36 Davies St,3,h,1250000,2017/6/24,6.2,1,1,343,,,-37.84502,144.88612,Western Metropolitan,5498,19994,Newport Railway Station (Newport),0.34,Sacred Heart School,0.69,2017,6
9225,Newport,112 Johnston St,3,h,1230000,2017/6/24,6.2,1,1,396,123,1900,-37.8363,144.87588,Western Metropolitan,5498,19994,Newport Railway Station (Newport),0.99,Newport Lakes Primary School,0.32,2017,6
9226,Newport,36 Junction St,3,h,1220000,2017/6/24,6.2,1,2,492,103,1940,-37.83529,144.87893,Western Metropolitan,5498,19995,Spotswood Railway Station (Spotswood),0.8,Newport Lakes Primary School,0.35,2017,6
9227,Niddrie,48 Ida St,4,h,1315000,2017/6/24,10.4,2,2,650,,,-37.74549,144.88666,Western Metropolitan,2291,22253,Essendon Railway Station (Essendon),2.85,Rosehill Secondary College,0.14,2017,6
9228,Moonee Ponds,4/342 Ascot Vale Rd,1,u,286000,2017/6/24,6.2,1,1,114,42.2,1970,-37.76911,144.92472,Western Metropolitan,6232,20038,Moonee Ponds Railway Station (Moonee Ponds),0.62,Ascot Vale Primary School,0.59,2017,6
9229,Mitcham,8 Tourello St,3,h,960000,2017/6/24,17.2,1,0,781,,,-37.8105,145.20106,Eastern Metropolitan,6871,19900,Mitcham Railway Station (Mitcham),1.11,Mitcham Primary School,0.75,2017,6
9230,Maidstone,1/30 Burns St,3,t,810000,2017/6/24,6.4,2,2,209,16,,-37.78707,144.87608,Western Metropolitan,3873,20022,Tottenham Railway Station (West Footscray),1.78,Footscray North Primary School,0.65,2017,6
9231,Malvern East,5D Belson St,3,h,1275000,2017/6/24,8.4,2,2,161,,,-37.86779,145.04482,Southern Metropolitan,8801,22248,Caulfield Railway Station (Caulfield East),1.1,Malvern Primary School,0.7,2017,6
9232,Reservoir,9 Kelverne St,3,h,685000,2017/6/24,12,1,3,494,102,1960,-37.71477,144.98235,Northern Metropolitan,21650,19962,Fawkner Railway Station (Fawkner),1.92,Fawkner Primary School,0.67,2017,6
9233,Malvern East,4 Hillard St,3,h,1690000,2017/6/24,8.4,1,2,706,,1930,-37.88066,145.06605,Southern Metropolitan,8801,19838,East Malvern Railway Station (Malvern East),0.51,Murrumbeena Primary School,0.72,2017,6
9234,Maribyrnong,22 Mephan St,3,t,815000,2017/6/24,4.3,2,2,198,130,1990,-37.78667,144.88834,Western Metropolitan,4918,20027,Flemington Racecourse Railway Station (Flemington),1.69,Footscray North Primary School,0.45,2017,6
9235,Maribyrnong,29 Monash St,2,h,920000,2017/6/24,4.3,1,1,575,,,-37.78446,144.88781,Western Metropolitan,4918,20027,Flemington Racecourse Railway Station (Flemington),1.77,Footscray North Primary School,0.54,2017,6
9236,Meadow Heights,2 Navarre Ct,3,h,467000,2017/6/24,17.4,1,1,565,98,1975,-37.65702,144.92447,Northern Metropolitan,4704,44817,Coolaroo Railway Station (Coolaroo),0.46,St Mary's Coptic Orthodox College,0.61,2017,6
9237,Mill Park,10 Apsley Ct,4,h,625000,2017/6/24,17.9,2,2,628,,,-37.67647,145.06452,Northern Metropolitan,10529,45795,South Morang Railway Station (South Morang),3.05,Mill Park Primary School,0.24,2017,6
9238,Mill Park,2/7 Bradley Dr,2,h,428000,2017/6/24,17.9,1,1,389,104,2005,-37.65623,145.07431,Northern Metropolitan,10529,45795,South Morang Railway Station (South Morang),1.02,Mill Park Secondary College,1.3,2017,6
9239,Mill Park,31 Development Bvd,4,h,722500,2017/6/24,17.9,2,2,643,169.5,2001,-37.65959,145.08302,Northern Metropolitan,10529,45795,South Morang Railway Station (South Morang),1.83,Plenty Parklands Primary School,1.25,2017,6
9240,Mill Park,1/6 Patmore Ct,2,h,421000,2017/6/24,17.9,1,1,257,83,1985,-37.65636,145.03997,Northern Metropolitan,10529,20005,Epping Railway Station (Epping),0.91,Lalor North Secondary College,0.71,2017,6
9241,Mitcham,395 Mitcham Rd,2,h,890000,2017/6/24,17.2,2,1,370,370,,-37.82047,145.19421,Eastern Metropolitan,6871,19900,Mitcham Railway Station (Mitcham),0.29,St John's School,0.47,2017,6
9242,Montmorency,146 Sherbourne Rd,3,h,755000,2017/6/24,16.2,1,2,848,,,-37.71287,145.132,Eastern Metropolitan,3891,19986,Montmorency Railway Station (Montmorency),0.96,Sherbourne Primary School,0.47,2017,6
9243,Noble Park,21 Conley St,3,h,660000,2017/6/24,22.7,1,2,550,112,1960,-37.98298,145.17932,South-Eastern Metropolitan,11806,19889,Yarraman Railway Station (Noble Park),1.2,Wallarano Primary School,0.83,2017,6
9244,Moonee Ponds,184 Maribyrnong Rd,3,h,1375000,2017/6/24,6.2,1,1,449,,,-37.77106,144.91162,Western Metropolitan,6232,20038,Moonee Ponds Railway Station (Moonee Ponds),0.89,Moonee Ponds West Primary School,0.31,2017,6
9245,North Melbourne,2/7 Oxford St,2,u,850000,2017/6/24,1.8,3,1,1223,,,-37.8006,144.95419,Northern Metropolitan,6821,19841,Flagstaff Railway Station (Melbourne City),1.27,St Joseph's Flexible Learning Centre Melbourne,0.37,2017,6
9246,Pascoe Vale,12 Shanley St,2,h,740000,2017/6/24,8.5,1,1,487,88,1940,-37.71949,144.94283,Northern Metropolitan,7485,19963,Merlynston Railway Station (Coburg North),1.64,Pascoe Vale North Primary School,0.54,2017,6
9247,Port Melbourne,6/5 Liardet St,2,u,816000,2017/6/24,3.5,1,1,0,,2000,-37.84237,144.94486,Southern Metropolitan,8648,20043,Southern Cross Railway Station (Melbourne City),2.76,Albert Park College,0.35,2017,6
9248,Port Melbourne,308/15 Pickles St,3,u,800000,2017/6/24,3.5,1,2,0,80,2008,-37.84426,144.94415,Southern Metropolitan,8648,20043,Southern Cross Railway Station (Melbourne City),2.98,Albert Park College,0.29,2017,6
9249,Prahran,24/8 Sydney St,2,u,660000,2017/6/24,4.6,2,1,0,76,1970,-37.85184,145.01049,Southern Metropolitan,7717,19946,Toorak Railway Station (Armadale),0.32,Our Lady of Lourdes School,0.11,2017,6
9250,Preston,21 Edwin St,3,h,1242000,2017/6/24,8.4,2,3,468,135.5,1940,-37.75335,145.01642,Northern Metropolitan,14577,20014,Thornbury Railway Station (Thornbury),1.58,Penders Grove Primary School,0.23,2017,6
9251,Preston,186 Gilbert Rd,2,h,1365000,2017/6/24,8.4,1,2,525,,,-37.74441,144.98928,Northern Metropolitan,14577,20013,Bell Railway Station (Preston),0.97,Bell Primary School,0.38,2017,6
9252,Preston,1/40 Grandview Rd,3,u,691000,2017/6/24,8.4,1,1,170,,,-37.73698,144.98686,Northern Metropolitan,14577,20012,Preston Railway Station (Preston),1.22,St Raphael's School,0.6,2017,6
9253,Preston,10 Ivy St,2,t,660000,2017/6/24,8.4,2,1,70,,1940,-37.74645,144.98888,Northern Metropolitan,14577,20013,Bell Railway Station (Preston),1,Bell Primary School,0.21,2017,6
9254,Preston,72d Oakover Rd,3,t,875000,2017/6/24,8.4,2,2,214,,,-37.74886,144.99225,Northern Metropolitan,14577,20013,Bell Railway Station (Preston),0.79,Bell Primary School,0.19,2017,6
9255,Preston,6 The Mews,3,h,1020000,2017/6/24,8.4,3,2,158,159,2008,-37.75026,144.98428,Northern Metropolitan,14577,20014,Thornbury Railway Station (Thornbury),1.37,Bell Primary School,0.63,2017,6
9256,North Melbourne,106/25 Oxford St,2,u,570000,2017/6/24,1.8,2,1,1223,81,2011,-37.8006,144.95419,Northern Metropolitan,6821,19841,Flagstaff Railway Station (Melbourne City),1.27,St Joseph's Flexible Learning Centre Melbourne,0.37,2017,6
9257,Reservoir,1 Balfour St,3,h,630000,2017/6/24,12,1,2,0,,,-37.69528,145.00523,Northern Metropolitan,21650,20008,Keon Park Railway Station (Thomastown),0.59,William Ruthven Primary School,0.27,2017,6
9258,Reservoir,29 Byfield St,3,h,877500,2017/6/24,12,1,1,598,,,-37.71394,145.00387,Northern Metropolitan,21650,20010,Reservoir Railway Station (Reservoir),0.43,Reservoir Primary School,0.38,2017,6
9259,Parkdale,36A Warrigal Rd,3,h,1400000,2017/6/24,21.5,2,2,259,,2007,-37.9905,145.06999,South-Eastern Metropolitan,5087,19864,Parkdale Railway Station (Parkdale),0.63,St Bede's College,0.17,2017,6
9260,Parkdale,22 Keith St,4,h,1300000,2017/6/24,21.5,2,2,597,150,1970,-37.99232,145.08469,South-Eastern Metropolitan,5087,19864,Parkdale Railway Station (Parkdale),0.74,Parkdale Primary School,0.15,2017,6
9261,Prahran,9/305 Dandenong Rd,2,u,1020000,2017/6/24,4.6,1,1,0,102,1920,-37.85931,145.00616,Southern Metropolitan,7717,19946,Toorak Railway Station (Armadale),1.17,The King David School,0.4,2017,6
9262,Oak Park,4 Barina Rd,3,h,821000,2017/6/24,11.2,1,1,656,,,-37.71467,144.92304,Northern Metropolitan,2651,20033,Oak Park Railway Station (Oak Park),0.39,St Francis de Sales School,0.5,2017,6
9263,Northcote,78 Jenkins St,3,h,1590000,2017/6/24,5.3,1,1,563,,,-37.76557,145.01052,Northern Metropolitan,11364,20015,Croxton Railway Station (Northcote),1.2,Wales Street Primary School,0.48,2017,6
9264,Northcote,23 Leonard St,3,h,1275000,2017/6/24,5.3,1,0,245,,,-37.78167,145.01316,Northern Metropolitan,11364,19930,Fairfield Railway Station (Fairfield),0.43,St Anthony's School,0.66,2017,6
9265,Northcote,22 Waterloo Rd,3,h,1350000,2017/6/24,5.3,1,0,271,,1910,-37.7754,145.00229,Northern Metropolitan,11364,19928,Westgarth Railway Station (Northcote),0.64,Westgarth Primary School,0.31,2017,6
9266,Nunawading,5 Lynette St,4,h,1075000,2017/6/24,15.4,2,2,697,216,1970,-37.80864,145.17161,Eastern Metropolitan,4973,19899,Nunawading Railway Station (Nunawading),1.35,Whitehorse Primary School,0.43,2017,6
9267,Northcote,114 Beavers Rd,3,h,1000000,2017/6/24,5.3,1,1,188,,,-37.76592,144.99265,Northern Metropolitan,11364,20015,Croxton Railway Station (Northcote),0.44,Croxton Special School,0.51,2017,6
9268,Oak Park,3/13 Sylvester St,2,t,560000,2017/6/24,11.2,1,1,132,73,2014,-37.72048,144.91323,Northern Metropolitan,2651,20033,Oak Park Railway Station (Oak Park),0.78,Strathmore North Primary School,0.54,2017,6
9269,Northcote,128 Charles St,3,h,1240000,2017/6/24,5.3,1,1,247,,,-37.77747,144.99587,Northern Metropolitan,11364,20017,Merri Railway Station (Northcote),0.26,St Joseph's School,0.33,2017,6
9270,Oakleigh East,33 Greta St,3,h,1210000,2017/6/24,12.3,1,2,700,115,1960,-37.9125,145.11844,Southern Metropolitan,2547,22249,Clayton Railway Station (Clayton),1.37,Clayton North Primary School,0.38,2017,6
9271,Oakleigh South,10 Devoy St,4,h,1500000,2017/6/24,15.5,2,2,597,,,-37.91753,145.08524,South-Eastern Metropolitan,3692,19916,Huntingdale Railway Station (Oakleigh),1.67,South Oakleigh Secondary College,0.67,2017,6
9272,Oakleigh South,192 Haughton Rd,3,h,1265000,2017/6/24,15.5,1,1,743,,,-37.91282,145.10376,South-Eastern Metropolitan,3692,19916,Huntingdale Railway Station (Oakleigh),0.24,Huntingdale Primary School,0.13,2017,6
9273,Oakleigh South,266 Warrigal Rd,4,h,1050000,2017/6/24,15.5,2,2,624,,,-37.91489,145.08441,South-Eastern Metropolitan,3692,19916,Huntingdale Railway Station (Oakleigh),1.63,South Oakleigh Secondary College,0.95,2017,6
9274,Ormond,1/276 Grange Rd,2,h,790000,2017/6/24,11.4,1,2,253,,,-37.90173,145.04466,Southern Metropolitan,3578,19941,Ormond Railway Station (Ormond),0.47,Katandra School,0.35,2017,6
9275,Yarraville,40 Drew St,3,h,910000,2017/7/10,6.3,1,3,,,,-37.81609,144.87282,Western Metropolitan,6543,19996,Yarraville Railway Station (Yarraville),1.51,Kingsville Primary School,0.42,2017,7
9276,Yarraville,63 Hamilton St,3,h,2025000,2017/7/10,6.3,2,2,514,,1890,-37.81058,144.88713,Western Metropolitan,6543,19996,Yarraville Railway Station (Yarraville),0.64,St Augustine's School,0.42,2017,7
9277,Wollert,17 Champions Pde,3,t,478000,2017/7/10,25.5,2,2,162,150,2011,-37.62134,145.02416,Northern Metropolitan,2940,20005,Epping Railway Station (Epping),3.49,Epping Views Primary School,0.79,2017,7
9278,Williamstown,54 Anzac Cr,3,h,1760000,2017/7/10,6.8,1,2,535,125,1950,-37.86205,144.88557,Western Metropolitan,6380,19993,North Williamstown Railway Station (Williamstown),0.61,Bayside P-12 College,0.49,2017,7
9279,Wheelers Hill,3 Garden Ct,4,h,1560000,2017/7/10,16.7,2,2,1084,,,-37.90352,145.18407,South-Eastern Metropolitan,7392,19873,Glen Waverley Railway Station (Glen Waverley),3.3,Wheelers Hill Primary School,0.68,2017,7
9280,Yarraville,36 Bromyard St,3,h,945000,2017/7/10,6.3,1,3,448,,,-37.81842,144.87161,Western Metropolitan,6543,19996,Yarraville Railway Station (Yarraville),1.64,Wembley Primary School,0.38,2017,7
9281,Yarraville,25 Kingston St,4,h,1561000,2017/7/10,6.3,2,2,406,135,1950,-37.8148,144.88115,Western Metropolitan,6543,19996,Yarraville Railway Station (Yarraville),0.78,Yarraville West Primary School,0.37,2017,7
9282,Mernda,9 Plantation Av,4,h,535000,2017/7/10,25.9,2,2,448,,,-37.6039,145.06529,Northern Metropolitan,5812,52161,Mernda Railway Station (Mernda),3.14,Mernda Central P-12 College,2.03,2017,7
9283,Mernda,23 Mea Cct,4,h,550500,2017/7/10,25.9,2,3,,153,2009,-37.60697,145.08953,Northern Metropolitan,5812,52161,Mernda Railway Station (Mernda),1.12,Mernda Central P-12 College,0.26,2017,7
9284,Mernda,3 Goulburn St,4,h,810000,2017/7/10,25.9,2,2,446,,,-37.61338,145.09673,Northern Metropolitan,5812,52160,Hawkstowe Railway Station (South Morang),1.07,Mernda Park Primary School,0.07,2017,7
9285,West Melbourne,90 Miller St,3,h,1654000,2017/7/10,3.1,2,0,,,,-37.80538,144.94471,Northern Metropolitan,2230,19973,North Melbourne Railway Station (West Melbourne),0.29,Simonds Catholic College,0.72,2017,7
9286,Mernda,27 Sunnybrae Dr,4,h,641000,2017/7/10,25.9,2,2,,202,2008,-37.60945,145.08322,Northern Metropolitan,5812,52161,Mernda Railway Station (Mernda),1.74,Mernda Central P-12 College,0.68,2017,7
9287,Werribee,21 Sinns Av,3,h,550000,2017/7/10,14.7,2,2,580,0,1980,-37.90136,144.66925,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),0.75,Werribee Secondary College,0.47,2017,7
9288,Taylors Hill,7 The Esplanade,4,h,790000,2017/7/10,18,2,2,,277,,-37.72089,144.74768,Western Metropolitan,4242,22244,Watergardens Railway Station (Sydenham),3.21,Southern Cross Grammar,1.05,2017,7
